ASN,Betweenness-C,Closeness-C,Eigenvector-C,Degree-C,tier
4641,1.14e-6,0.285286101,0.001049202,0.000219627,11
4645,0.00031792,0.310731186,0.003370494,0.000768696,11
4648,0.002875027,0.350303279,0.012491807,0.001757019,15
4651,0.002783802,0.326817013,0.006451398,0.001171346,14
4657,0.002633353,0.35131694,0.008429415,0.003514038,8
4658,1.35e-6,0.30657434,0.002600511,0.000256232,18
4670,0.000170451,0.311784512,0.002853175,0.000695487,5
4673,1.92e-6,0.296998163,0.001688802,0.000292836,14
4675,0.0000735662,0.285027129,0.001067446,0.000219627,15
4677,1.52e-7,0.298748879,0.002115539,0.000219627,4
4678,0.0000664713,0.298419253,0.002072302,0.000329441,12
4680,0.0000325101,0.293107148,0.001657602,0.000329441,16
4682,0.000274212,0.289227935,0.00106904,0.00040265,13
4685,7.45e-7,0.300206607,0.002577045,0.000329441,14
